Movie Title,YouTube Link,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,totalSeasons,
Wall Street: Money Never Sleeps,https://www.youtube.com/watch?v=HcMFA2SHES4,2010,PG-13,24 Sep 2010,133 min,Drama,Oliver Stone,"Allan Loeb, Stephen Schiff, Stanley Weiser","Shia LaBeouf, Michael Douglas, Carey Mulligan","Now out of prison but still disgraced by his peers, Gordon Gekko works his future son-in-law, an idealistic stock broker, when he sees an opportunity to take down a Wall Street enemy and rebuild his empire.",English,United States,1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTU5MDEzMzYwMF5BMl5BanBnXkFtZTcwNTcwMjUxMw@@._V1_SX300.jpg,59,6.2,108981,tt1027718,movie,N/A,
Knight and Day,https://www.youtube.com/watch?v=JGPl86DBNNs,2010,PG-13,23 Jun 2010,109 min,"Action, Adventure, Comedy",James Mangold,Patrick O'Neill,"Tom Cruise, Cameron Diaz, Peter Sarsgaard",A young woman gets mixed up with a disgraced spy who is trying to clear his name.,"English, German, Spanish","United States, Spain, Austria",3 nominations total,https://m.media-amazon.com/images/M/MV5BMTM0Mzg0MzI3Ml5BMl5BanBnXkFtZTcwNjIyNzk1Mw@@._V1_SX300.jpg,46,6.3,221313,tt1013743,movie,N/A,
Date Night,https://www.youtube.com/watch?v=aspBKFz2dBI,2010,PG-13,09 Apr 2010,88 min,"Comedy, Crime, Romance",Shawn Levy,Josh Klausner,"Steve Carell, Tina Fey, Mark Wahlberg","In New York City, a case of mistaken identity turns a bored married couple's attempt at a glamorous and romantic evening into something more thrilling and dangerous.","English, Hebrew",United States,4 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BYjVjMzIyZTgtMjQwZS00ODA1LTllY2YtZDhkNjA1OTQ3NjliXkEyXkFqcGc@._V1_SX300.jpg,56,6.3,177177,tt1279935,movie,N/A,
Avatar,https://www.youtube.com/watch?v=5PSNL1qE6VY,2009,PG-13,18 Dec 2009,162 min,"Action, Adventure, Fantasy",James Cameron,James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver",A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,"English, Spanish","United States, United Kingdom",Won 3 Oscars. 91 wins & 131 nominations total,https://m.media-amazon.com/images/M/MV5BMDEzMmQwZjctZWU2My00MWNlLWE0NjItMDJlYTRlNGJiZjcyXkEyXkFqcGc@._V1_SX300.jpg,83,7.9,1448400,tt0499549,movie,N/A,
The Tooth Fairy,https://www.youtube.com/watch?v=JqnjK79fGSw,2006,Not Rated,08 Aug 2006,89 min,"Horror, Thriller",Chuck Bowman,"Stephen J. Cannell (teleplay), Corey Strode (teleplay), Cookie Rae Brown (teleplay), Daniel Farrands (story), Carolyn Davis (story)","Lochlyn Munro, Chandra West, Steve Bacic, Nicole Muñoz","Darcy Wagner and her ten-and-a-half-year-old daughter Pamela ""Pammy"" are heading to the bed and breakfast of her boyfriend Peter Campbell in the River Bend Road in Northern California. ...",English,"USA, Canada",N/A,https://m.media-amazon.com/images/M/MV5BODA1MDg4NzU3OF5BMl5BanBnXkFtZTcwMjc5MDUzMQ@@._V1_SX300.jpg,N/A,4.4,1510,tt0473553,movie,N/A,
Jennifer's Body,https://www.youtube.com/watch?v=C8azftM5puI,2009,R,18 Sep 2009,102 min,"Comedy, Horror",Karyn Kusama,Diablo Cody,"Megan Fox, Amanda Seyfried, Adam Brody",A newly-possessed high-school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,"English, Spanish","United States, Canada",3 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTMxNzYwMjc1Ml5BMl5BanBnXkFtZTcwNDI3MDE3Mg@@._V1_SX300.jpg,47,5.5,164646,tt1131734,movie,N/A,
What Happens In Vegas,https://www.youtube.com/watch?v=NLdkkpMrZIY,2008,PG-13,09 May 2008,99 min,"Comedy, Romance",Tom Vaughan,Dana Fox,"Cameron Diaz, Ashton Kutcher, Rob Corddry","A man and a woman are compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.","English, Serbo-Croatian",United States,2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BNmU3NDdkNDktYWJjNC00ZDAyLWI4ODItZjdhYjg2ZjZhNzM1XkEyXkFqcGc@._V1_SX300.jpg,36,6.1,191824,tt1033643,movie,N/A,
Primate,https://www.youtube.com/watch?v=wo87F-va410,2022–,N/A,01 Apr 2022,1 min,Comedy,N/A,N/A,"Diego Cadavid, Juan Pablo Urrego, Christian Tappan","William feels that life is over. He ends up living with his best friend Andres. They drive each other crazy but also support one another, they will have to learn to find a place in a world that is no longer made for men like them.","Spanish, English, Portuguese",Colombia,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BOTkyZDdjMWYtMmYzZi00OWUwLWE3YjktODdmYTYyNGQxZmQwXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.5,310,tt18925250,series,2,
Regretting You,https://www.youtube.com/watch?v=qub8lZlVlho,2025,N/A,24 Oct 2025,117 min,Drama,Josh Boone,"Colleen Hoover, Susan McMartin","Allison Williams, Mckenna Grace, Dave Franco","Centers on the strained relationship between young mother Morgan Grant and her teenage daughter Clara, exacerbated by Morgan's husband Chris's tragic death, forcing them to navigate life's challenges together.",English,"Germany, United States",N/A,https://m.media-amazon.com/images/M/MV5BNTNlM2MzM2MtZGU3OC00ZTM0LWFhYmYtYTQ1M2RhZTcwYjViXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt33088452,movie,N/A,
The Running Man,https://www.youtube.com/watch?v=KD18ddeFuyM,1987,R,13 Nov 1987,101 min,"Action, Sci-Fi, Thriller",Paul Michael Glaser,"Stephen King, Steven E. de Souza","Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto","In a future dystopian America, a wrongfully accused and convicted policeman gets his shot at freedom when he's forced to participate in a TV game show where convicts called Runners must battle killers for their freedom.","English, Italian, Japanese",United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMDQwYzMwMDItYzFhZC00YjkzLTlmODAtMzg3NDFlNDhhZjYzXkEyXkFqcGc@._V1_SX300.jpg,45,6.6,177388,tt0093894,movie,N/A,
Roofman,https://www.youtube.com/watch?v=GXecSGmQDEI,2025,R,10 Oct 2025,126 min,"Biography, Crime, Drama",Derek Cianfrance,"Derek Cianfrance, Kirt Gunn","Juno Temple, Peter Dinklage, Channing Tatum","A charismatic criminal, while on the run from the police, hides in a hidden space of a toy store. There, he adopts a new identity and becomes involved with an employee, beginning a relationship as unlikely as it is risky.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjU4OTkyN2MtYjI0Mi00MjE3LWFkNTktZDNjODc3OTdiMDdiXkEyXkFqcGc@._V1_SX300.jpg,65,7.2,2585,tt4627382,movie,N/A,
The Naked Gun,https://www.youtube.com/watch?v=uLguU7WLreA,2025,PG-13,01 Aug 2025,85 min,"Action, Comedy, Crime",Akiva Schaffer,"Dan Gregor, Doug Mand, Akiva Schaffer","Liam Neeson, Pamela Anderson, Paul Walter Hauser",Only one man has the particular set of skills - to lead Police Squad and save the world.,English,"United States, Canada",N/A,https://m.media-amazon.com/images/M/MV5BNGFlNDhkNzItZjgxNC00OGYzLWFjZDAtZTJmNDY5ZmEyZDc0XkEyXkFqcGc@._V1_SX300.jpg,75,6.5,83435,tt3402138,movie,N/A,
Smurfs,https://www.youtube.com/watch?v=s18jQqtGsMw,2025,PG,18 Jul 2025,89 min,"Animation, Adventure, Comedy",Chris Miller,"Pam Brady, Peyo","Rihanna, James Corden, Nick Offerman","When Papa Smurf is taken by evil wizards Razamel and Gargamel, Smurfette leads the Smurfs on a mission to the real world to save him.",English,"United States, Belgium, Italy",1 nomination total,https://m.media-amazon.com/images/M/MV5BMDMyNDViNTMtMmQwYy00ZWUzLThjODYtZWNiOTMzMWFjMzg1XkEyXkFqcGc@._V1_SX300.jpg,31,4.3,5369,tt18069420,movie,N/A,
Mission: Impossible – The Final Reckoning,https://www.youtube.com/watch?v=fsQgc9pCyDU,2025,PG-13,23 May 2025,169 min,"Action, Adventure, Thriller",Christopher McQuarrie,"Bruce Geller, Christopher McQuarrie, Erik Jendresen","Tom Cruise, Hayley Atwell, Ving Rhames","Hunt and the IMF pursue a dangerous AI called the Entity that's infiltrated global intelligence. With governments and a figure from his past in pursuit, Hunt races to stop it from forever changing the world.","English, French, Russian, Inuktitut","United States, Norway",6 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BZGQ5NGEyYTItMjNiMi00Y2EwLTkzOWItMjc5YjJiMjMyNTI0XkEyXkFqcGc@._V1_SX300.jpg,67,7.2,175877,tt9603208,movie,N/A,
Mission: Impossible III,https://www.youtube.com/watch?v=4oVva0muTE8,2006,N/A,12 Apr 2019,N/A,Talk-Show,N/A,N/A,"Charles Hood, Drew Taylor",N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BZGUzOGQzODgtNzhlZS00NDY2LWJhMjYtMzE2MGFlNDU2MzYyXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_SX300.jpg,N/A,N/A,N/A,tt18304300,movie,N/A,
Mission: Impossible II,https://www.youtube.com/watch?v=hSPtsCQq52k,2000,2424,N/A,N/A,N/A,N/A,N/A,"Tom Cruise, Dougray Scott",N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYWFjM2NhMTAtNDU1My00ODUxLTkwMzYtODQzNzM0ODM0ZWQ0XkEyXkFqcGc@._V1_.jpg,N/A,N/A,N/A,tt0120755,N/A,N/A,
Mission: Impossible,https://www.youtube.com/watch?v=L8Pbjh4EZRk,1996,N/A,28 Jun 2019,N/A,Talk-Show,N/A,N/A,"Charles Hood, Drew Taylor",N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYTU0OGNlNTItZDU0ZS00YTcyLTliYWUtNDliNTExYmRkMmJiXkEyXkFqcGc@._V1_SX300.jpg,N/A,N/A,N/A,tt18364026,movie,N/A,
Novocaine,https://www.youtube.com/watch?v=-PyOIlJEdqA,2025,R,14 Mar 2025,110 min,"Action, Comedy, Crime","Dan Berk, Robert Olsen",Lars Jacobson,"Jack Quaid, Amber Midthunder, Ray Nicholson","When the girl of his dreams is kidnapped, a man incapable of feeling physical pain turns his rare condition into an unexpected advantage in the fight to rescue her.",English,"Canada, South Africa, United States",1 nomination total,https://m.media-amazon.com/images/M/MV5BMWU4MmUxODktMWUwYy00YzM0LTg1ZmItNzVlMTZhOWVlNWFjXkEyXkFqcGc@._V1_SX300.jpg,58,6.5,74371,tt29603959,movie,N/A,
SEPTEMBER 5,https://www.youtube.com/watch?v=Azud40CQ3IE,2024,R,25 Feb 2025,95 min,"Drama, History, Thriller",Tim Fehlbaum,"Moritz Binder, Tim Fehlbaum, Alex David","Peter Sarsgaard, John Magaro, Ben Chaplin","During the 1972 Summer Olympics in Munich, Germany, an American sports broadcasting team must adapt to live coverage of the Israeli athletes being held hostage by a terrorist group.","English, German, Hebrew","Germany, United States",Nominated for 1 Oscar. 24 wins & 28 nominations total,https://m.media-amazon.com/images/M/MV5BOWUxY2YyYzctYWY3Yi00ZGJjLTkzMDktZjYzMTIzZjNhNmM2XkEyXkFqcGc@._V1_SX300.jpg,76,7.1,31900,tt28082769,movie,N/A,
Sonic the Hedgehog 3,https://www.youtube.com/watch?v=LH1J1EbqCaI,2024,PG,20 Dec 2024,110 min,"Action, Adventure, Comedy",Jeff Fowler,"Pat Casey, Josh Miller, John Whittington","Jim Carrey, Ben Schwartz, Keanu Reeves","Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched, Team Sonic must seek out an unlikely alliance.","English, Spanish, Japanese, French","United States, Japan",1 win & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMjZjNjE5NDEtOWJjYS00Mjk2LWI1ZDYtOWI1ZWI3MzRjM2UzXkEyXkFqcGc@._V1_SX300.jpg,56,6.9,72042,tt18259086,movie,N/A,
Better Man,https://www.youtube.com/watch?v=KVeH5T4wxkE,2024,R,10 Jan 2025,135 min,"Biography, Fantasy, Music",Michael Gracey,"Robbie Williams, Simon Gleeson, Oliver Cole","Robbie Williams, Jonno Davies, Steve Pemberton","A singular profile of pop superstar Robbie Williams, chronicling his meteoric rise, dramatic fall, and remarkable resurgence.",English,"United Kingdom, United States, China, France, Australia, New Zealand",Nominated for 1 Oscar. 13 wins & 45 nominations total,https://m.media-amazon.com/images/M/MV5BYWU3YzU0NTItMGVlYi00YTFmLWE5MmQtNjg4ODQ3ZWYyNjRkXkEyXkFqcGc@._V1_SX300.jpg,77,7.5,40295,tt14260836,movie,N/A,
Smile 2,https://www.youtube.com/watch?v=0HY6QFlBzUY,2024,R,18 Oct 2024,127 min,"Horror, Mystery, Thriller",Parker Finn,Parker Finn,"Naomi Scott, Rosemarie DeWitt, Lukas Gage","About to embark on a world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her past.",English,"United States, Canada",5 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BYTg5OTMyMGMtYzMwNC00NDMyLWE0OGUtMTQ1ODcwM2FjOTM4XkEyXkFqcGc@._V1_SX300.jpg,67,6.7,124828,tt29268110,movie,N/A,
TRANSFORMERS ONE,https://www.youtube.com/watch?v=u2NuUWuwPCM,2024,PG,20 Sep 2024,104 min,"Animation, Action, Adventure",Josh Cooley,"Eric Pearson, Andrew Barrer, Gabriel Ferrari","Chris Hemsworth, Brian Tyree Henry, Scarlett Johansson","The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but who once were friends bonded like brothers who changed the fate of Cybertron forever.",English,United States,25 nominations total,https://m.media-amazon.com/images/M/MV5BZWI1ZDY1YTQtMjRkNy00ZDZhLWE3OTItMTIwNzliY2Y1MTZhXkEyXkFqcGc@._V1_SX300.jpg,65,7.6,59052,tt8864596,movie,N/A,
Gladiator II,https://www.youtube.com/watch?v=4rgYUipGJNo,2024,R,22 Nov 2024,148 min,"Action, Adventure, Drama",Ridley Scott,"David Franzoni, Peter Craig, David Scarpa","Paul Mescal, Denzel Washington, Pedro Pascal","After his home is conquered by the tyrannical emperors who now lead Rome, Lucius is forced to enter the Colosseum and must look to his past to find strength to return the glory of Rome to its people.","English, Latin","United States, United Kingdom",Nominated for 1 Oscar. 9 wins & 110 nominations total,https://m.media-amazon.com/images/M/MV5BMWYzZTM5ZGQtOGE5My00NmM2LWFlMDEtMGNjYjdmOWM1MzA1XkEyXkFqcGc@._V1_SX300.jpg,64,6.5,274647,tt9218128,movie,N/A,
A Quiet Place: Day One,https://www.youtube.com/watch?v=gjx-iHGXk9Q,2024,PG-13,28 Jun 2024,99 min,"Drama, Horror, Sci-Fi",Michael Sarnoski,"Michael Sarnoski, John Krasinski, Bryan Woods","Lupita Nyong'o, Joseph Quinn, Alex Wolff",A young woman named Sam finds herself trapped in New York City during the early stages of an invasion by alien creatures with ultra-sensitive hearing.,"English, American Sign ",United States,5 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BMDdjZTljZWMtMDIwNi00MTA5LTkxZmItNmY0NDA3ZDM0N2M2XkEyXkFqcGc@._V1_SX300.jpg,68,6.3,163235,tt13433802,movie,N/A,
Transformers One,https://www.youtube.com/watch?v=5a09yJU-mCI,2024,PG,20 Sep 2024,104 min,"Animation, Action, Adventure",Josh Cooley,"Eric Pearson, Andrew Barrer, Gabriel Ferrari","Chris Hemsworth, Brian Tyree Henry, Scarlett Johansson","The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but who once were friends bonded like brothers who changed the fate of Cybertron forever.",English,United States,25 nominations total,https://m.media-amazon.com/images/M/MV5BZWI1ZDY1YTQtMjRkNy00ZDZhLWE3OTItMTIwNzliY2Y1MTZhXkEyXkFqcGc@._V1_SX300.jpg,65,7.6,59052,tt8864596,movie,N/A,
Bob Marley: One Love,https://www.youtube.com/watch?v=ajw425Kuvtw,2024,7879,N/A,N/A,N/A,N/A,N/A,"Kingsley Ben-Adir, Lashana Lynch",N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYmYwODViNzUtZmZiNy00M2IwLWI4ZDEtMWMyOTc4ZjliZjI0XkEyXkFqcGc@._V1_.jpg,N/A,N/A,N/A,tt8521778,N/A,N/A,
Mean Girls,https://www.youtube.com/watch?v=fFtdbEgnUOk,2004,PG-13,30 Apr 2004,97 min,Comedy,Mark Waters,"Rosalind Wiseman, Tina Fey","Lindsay Lohan, Jonathan Bennett, Rachel McAdams","Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.","English, German, Vietnamese, Swahili","United States, Canada",7 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BMjE1MDQ4MjI1OV5BMl5BanBnXkFtZTcwNzcwODAzMw@@._V1_SX300.jpg,66,7.1,470889,tt0377092,movie,N/A,
Killers of the Flower Moon,https://www.youtube.com/watch?v=7cx9nCHsemc,2023,R,20 Oct 2023,206 min,"Crime, Drama, History",Martin Scorsese,"Eric Roth, Martin Scorsese, David Grann","Leonardo DiCaprio, Robert De Niro, Lily Gladstone","When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one - until the FBI steps in to unravel the mystery.","English, Osage, Latin, French",United States,Nominated for 10 Oscars. 136 wins & 424 nominations total,https://m.media-amazon.com/images/M/MV5BZWY5ZDVjNTUtODI5Yy00MjFhLWEyM2EtYzZjM2VjZTI0MTBjXkEyXkFqcGc@._V1_SX300.jpg,89,7.5,291667,tt5537002,movie,N/A,
PAW Patrol: The Mighty Movie,https://www.youtube.com/watch?v=UDgjJ9XzgHk,2023,PG,29 Sep 2023,88 min,"Animation, Action, Adventure",Cal Brunker,"Cal Brunker, Bob Barlen, Shane Morris","Dan Duran, Kristen Bell, James Marsden","A magical meteor falls in Adventure City and gives the PAW Patrol superpowers, transforming them into the Mighty Pups. But they face their most powerful challenge when Humdinger teams up with a mad scientist to steal their powers.",English,"Canada, United States",1 win & 8 nominations total,https://m.media-amazon.com/images/M/MV5BZTM3NWM4ZTUtYjNhMC00Mzg1LWFmM2QtNGQ0NDg1NzkzYWY4XkEyXkFqcGc@._V1_SX300.jpg,49,5.9,6224,tt15837338,movie,N/A,
Teenage Mutant Ninja Turtles: Mutant Mayhem,https://www.youtube.com/watch?v=IHvzw4Ibuho,2023,PG,02 Aug 2023,99 min,"Animation, Action, Adventure","Jeff Rowe, Kyler Spears","Seth Rogen, Evan Goldberg, Jeff Rowe","Micah Abbey, Shamon Brown Jr., Nicolas Cantu",The Turtle brothers work to earn the love of New York City while facing down an army of mutants.,English,"United States, Japan, Canada",1 win & 75 nominations total,https://m.media-amazon.com/images/M/MV5BMTViNDM0MmUtOTAwMS00MWRhLWI1NDktMzFkN2YzYTI5OGVlXkEyXkFqcGc@._V1_SX300.jpg,74,7.2,75640,tt8589698,movie,N/A,
Mission: Impossible – Dead Reckoning,https://www.youtube.com/watch?v=avz06PDqDbM,2023,PG-13,12 Jul 2023,163 min,"Action, Adventure, Thriller",Christopher McQuarrie,"Bruce Geller, Christopher McQuarrie, Erik Jendresen","Tom Cruise, Hayley Atwell, Ving Rhames",Ethan Hunt and his IMF team must track down a dangerous weapon before it falls into the wrong hands.,"English, Italian, Russian, French",United States,Nominated for 2 Oscars. 18 wins & 68 nominations total,https://m.media-amazon.com/images/M/MV5BN2U4OTdmM2QtZTkxYy00ZmQyLTg2N2UtMDdmMGJmNDhlZDU1XkEyXkFqcGc@._V1_SX300.jpg,81,7.6,313421,tt9603212,movie,N/A,
Transformers: Rise of the Beasts,https://www.youtube.com/watch?v=itnqEauWQZM,2023,PG-13,09 Jun 2023,127 min,"Action, Adventure, Sci-Fi",Steven Caple Jr.,"Joby Harold, Darnell Metayer, Josh Peters","Anthony Ramos, Dominique Fishback, Luna Lauren Velez","During the '90s, a new faction of Transformers - the Maximals - join the Autobots as allies in the battle for Earth.","English, Spanish","United States, Canada, United Kingdom, New Zealand, Hungary, Peru, China",2 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BZTVkZWY5MmItYjY3OS00OWY3LTg2NWEtOWE1NmQ4NGMwZGNlXkEyXkFqcGc@._V1_SX300.jpg,42,6,126605,tt5090568,movie,N/A,
Scream VI,https://www.youtube.com/watch?v=h74AXqw4Opc,2023,R,10 Mar 2023,122 min,"Horror, Mystery, Thriller","Matt Bettinelli-Olpin, Tyler Gillett","James Vanderbilt, Guy Busick, Kevin Williamson","Courteney Cox, Melissa Barrera, Jenna Ortega",A new killer follows survivors of the Ghostface murders to New York City.,English,United States,4 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BZDZkYzk3YTEtYTQ5MS00MzQ5LTg0NjUtOTgzODA5N2EyYTQ1XkEyXkFqcGc@._V1_SX300.jpg,61,6.4,143474,tt17663992,movie,N/A,
Titanic 25th Anniversary,https://www.youtube.com/watch?v=oHY7D7K58BM,1997,434,N/A,N/A,N/A,N/A,N/A,"Leonardo DiCaprio, Kate Winslet",N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzYyN2FiZmUtYWYzMy00MzViLWJkZTMtOGY1ZjgzNWMwN2YxXkEyXkFqcGc@._V1_.jpg,N/A,N/A,N/A,tt0120338,N/A,N/A,
BABYLON,https://www.youtube.com/watch?v=5muQK7CuFtY,2022,R,23 Dec 2022,189 min,"Comedy, Drama",Damien Chazelle,Damien Chazelle,"Brad Pitt, Margot Robbie, Jean Smart","A tale of outsized ambition and outrageous excess, it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood.","English, Spanish, Italian, Cantonese, French, Hungarian, German",United States,Nominated for 3 Oscars. 45 wins & 158 nominations total,https://m.media-amazon.com/images/M/MV5BNGY3M2NkN2QtZTdhOS00YTNjLTgyYmMtMGY3Y2U0OTk2NjA0XkEyXkFqcGc@._V1_SX300.jpg,61,7.1,198997,tt10640346,movie,N/A,
80 FOR BRADY,https://www.youtube.com/watch?v=-UeGXB2NjR8,2023,PG-13,03 Feb 2023,98 min,"Comedy, Drama, Sport",Kyle Marvin,"Sarah Haskins, Emily Halpern","Lily Tomlin, Jane Fonda, Rita Moreno",A group of friends made it their life-long mission to go to the Super Bowl and meet NFL superstar Tom Brady.,English,United States,4 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMTU3NDgwYmMtNGFlMi00MzhhLWI4ZmItYTU0NTM3NjJiNTYyXkEyXkFqcGc@._V1_SX300.jpg,52,5.9,13503,tt18079362,movie,N/A,
Dungeons & Dragons: Honor Among Thieves,https://www.youtube.com/watch?v=IiMinixSXII,2023,PG-13,31 Mar 2023,134 min,"Action, Adventure, Comedy","John Francis Daley, Jonathan Goldstein","Jonathan Goldstein, John Francis Daley, Michael Gilio","Chris Pine, Michelle Rodriguez, Regé-Jean Page","A charming thief and a band of unlikely adventurers embark on an epic quest to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",English,"United States, Canada, United Kingdom, Iceland, Ireland, Australia",4 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BOGRjMjQ0ZDAtODc0OS00MGY1LTkxMTMtODhhNjY5NTM4N2IwXkEyXkFqcGc@._V1_SX300.jpg,72,7.2,266535,tt2906216,movie,N/A,
Smile,https://www.youtube.com/watch?v=BcDK7lkzzsU,2022,R,30 Sep 2022,115 min,"Horror, Mystery, Thriller",Parker Finn,Parker Finn,"Sosie Bacon, Jessie T. Usher, Kyle Gallner","After witnessing a bizarre, traumatic incident involving a patient, a psychiatrist becomes increasingly convinced she is being threatened by an uncanny entity.","English, Spanish",United States,3 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BNjFhMzBlNzktMjE2Ni00YTMyLWI2YWUtYmM1N2QxMDQwZmZhXkEyXkFqcGc@._V1_SX300.jpg,68,6.5,227711,tt15474916,movie,N/A,
Paws of Fury: The Legend of Hank,https://www.youtube.com/watch?v=nkDmYBuDcnU,2022,PG,15 Jul 2022,98 min,"Animation, Action, Adventure","Chris Bailey, Mark Koetsier, Rob Minkoff","Ed Stone, Nate Hopper, Mel Brooks","Michael Cera, Samuel L. Jackson, Ricky Gervais","Hank, a loveable dog with a head full of dreams about becoming a samurai, sets off in search of his destiny.",English,"United States, China, United Kingdom, Canada",1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BOTMxNmZhNzAtMDRiYy00Y2ExLWE0NDctOGM0YjUwMGU1YzU2XkEyXkFqcGc@._V1_SX300.jpg,45,5.8,7287,tt4428398,movie,N/A,
Laal Singh Chaddha,https://www.youtube.com/watch?v=6Tg5BLRmTcg,2022,13596,N/A,N/A,N/A,N/A,N/A,"Aamir Khan, Ahmad Ibn Umar",N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNTI1MDgyMmEtNDBmYy00ODJjLWI2ODUtNjMzZWM2ODZlODJhXkEyXkFqcGc@._V1_.jpg,N/A,N/A,N/A,tt10028196,N/A,N/A,
Top Gun: Maverick,https://www.youtube.com/watch?v=giXco2jaZ_4,2022,PG-13,27 May 2022,130 min,"Action, Drama",Joseph Kosinski,"Jim Cash, Jack Epps Jr., Peter Craig","Tom Cruise, Jennifer Connelly, Miles Teller","The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",English,United States,Won 1 Oscar. 111 wins & 235 nominations total,https://m.media-amazon.com/images/M/MV5BMDBkZDNjMWEtOTdmMi00NmExLTg5MmMtNTFlYTJlNWY5YTdmXkEyXkFqcGc@._V1_SX300.jpg,78,8.2,807023,tt1745960,movie,N/A,
The Lost City,https://www.youtube.com/watch?v=nfKO9rYDmE8,2022,PG-13,25 Mar 2022,112 min,"Action, Adventure, Comedy","Aaron Nee, Adam Nee","Oren Uziel, Dana Fox, Adam Nee","Sandra Bullock, Channing Tatum, Daniel Radcliffe",A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.,"English, Spanish, Latin",United States,3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BZjA4YmZjMWItZGNkNS00ODFkLWEwNjUtNGNhMzViZDRmMzgxXkEyXkFqcGc@._V1_SX300.jpg,60,6.1,171520,tt13320622,movie,N/A,
Sonic the Hedgehog 2,https://www.youtube.com/watch?v=G5kzUpWAusI,2022,5314,N/A,N/A,N/A,N/A,N/A,"James Marsden, Jim Carrey",N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMDBiYzk0YTMtNWRiYi00YWY0LWE3NjgtYmJiYTAwZmYzOTM0XkEyXkFqcGc@._V1_.jpg,N/A,N/A,N/A,tt12412888,N/A,N/A,
Scream,https://www.youtube.com/watch?v=beToTslH17s,1996,R,20 Dec 1996,111 min,"Horror, Mystery",Wes Craven,Kevin Williamson,"Neve Campbell, Courteney Cox, David Arquette","In the small town of Woodsboro, California, a masked killer known as Ghostface begins murdering high school students, and a group of friends must use their knowledge of horror movies to unmask the killer.",English,United States,12 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMjA2NjU5MTg5OF5BMl5BanBnXkFtZTgwOTkyMzQxMDE@._V1_SX300.jpg,66,7.4,430721,tt0117571,movie,N/A,
